Rk No,Daśati/Sukta,Ārcika,Adhyāya,Khaṇḍa,Prapāṭhaka,Ardha,S No,R̥k Text,R̥ṣi,Chandas,Dēvata,Padapāṭha
718,2,Uttarārcika,2,1,1,2,,,,,,
719,3,Uttarārcika,2,1,1,2,,,,,,
720,3,Uttarārcika,2,1,1,2,,,,,,
721,3,Uttarārcika,2,1,1,2,,,,,,
722,4,Uttarārcika,2,1,1,2,,,,,,
723,4,Uttarārcika,2,1,1,2,,,,,,
724,4,Uttarārcika,2,1,1,2,,,,,,
725,5,Uttarārcika,2,2,1,2,,,,,,
726,5,Uttarārcika,2,2,1,2,,,,,,
727,5,Uttarārcika,2,2,1,2,,,,,,
728,6,Uttarārcika,2,2,1,2,,,,,,
729,6,Uttarārcika,2,2,1,2,,,,,,
730,6,Uttarārcika,2,2,1,2,,,,,,
731,7,Uttarārcika,2,2,1,2,,,,,,
732,7,Uttarārcika,2,2,1,2,,,,,,
733,7,Uttarārcika,2,2,1,2,,,,,,
734,8,Uttarārcika,2,2,1,2,,,,,,
735,8,Uttarārcika,2,2,1,2,,,,,,
736,8,Uttarārcika,2,2,1,2,,,,,,
737,9,Uttarārcika,2,3,1,2,,,,,,
738,9,Uttarārcika,2,3,1,2,,,,,,
739,9,Uttarārcika,2,3,1,2,,,,,,
740,10,Uttarārcika,2,3,1,2,,,,,,
741,10,Uttarārcika,2,3,1,2,,,,,,
742,10,Uttarārcika,2,3,1,2,,,,,,
743,11,Uttarārcika,2,3,1,2,,,,,,
744,11,Uttarārcika,2,3,1,2,,,,,,
745,11,Uttarārcika,2,3,1,2,,,,,,
746,12,Uttarārcika,2,3,1,2,,,,,,
747,12,Uttarārcika,2,3,1,2,,,,,,
748,12,Uttarārcika,2,3,1,2,,,,,,
749,13,Uttarārcika,2,4,1,2,,,,,,
750,13,Uttarārcika,2,4,1,2,,,,,,
751,14,Uttarārcika,2,4,1,2,,,,,,
752,14,Uttarārcika,2,4,1,2,,,,,,
753,15,Uttarārcika,2,4,1,2,,,,,,
754,15,Uttarārcika,2,4,1,2,,,,,,
755,16,Uttarārcika,2,5,1,2,,,,,,
756,16,Uttarārcika,2,5,1,2,,,,,,
757,16,Uttarārcika,2,5,1,2,,,,,,
758,17,Uttarārcika,2,5,1,2,,,,,,
759,17,Uttarārcika,2,5,1,2,,,,,,
760,17,Uttarārcika,2,5,1,2,,,,,,
761,18,Uttarārcika,2,5,1,2,,,,,,
762,18,Uttarārcika,2,5,1,2,,,,,,
763,18,Uttarārcika,2,5,1,2,,,,,,
764,19,Uttarārcika,2,6,1,2,,,,,,
765,19,Uttarārcika,2,6,1,2,,,,,,
766,19,Uttarārcika,2,6,1,2,,,,,,
767,20,Uttarārcika,2,6,1,2,,,,,,
768,20,Uttarārcika,2,6,1,2,,,,,,
769,21,Uttarārcika,2,6,1,2,,,,,,
770,21,Uttarārcika,2,6,1,2,,,,,,
771,21,Uttarārcika,2,6,1,2,,,,,,
772,22,Uttarārcika,2,6,1,2,,,,,,
773,22,Uttarārcika,2,6,1,2,,,,,,
774,22,Uttarārcika,2,6,1,2,,,,,,
775,1,Uttarārcika,3,1,2,1,,,,,,
776,1,Uttarārcika,3,1,2,1,,,,,,
777,1,Uttarārcika,3,1,2,1,,,,,,
778,2,Uttarārcika,3,1,2,1,,,,,,
779,2,Uttarārcika,3,1,2,1,,,,,,
780,2,Uttarārcika,3,1,2,1,,,,,,
781,3,Uttarārcika,3,1,2,1,,,,,,
782,3,Uttarārcika,3,1,2,1,,,,,,
783,3,Uttarārcika,3,1,2,1,,,,,,
784,4,Uttarārcika,3,1,2,1,,,,,,
785,4,Uttarārcika,3,1,2,1,,,,,,
786,4,Uttarārcika,3,1,2,1,,,,,,
787,5,Uttarārcika,3,1,2,1,,,,,,
788,5,Uttarārcika,3,1,2,1,,,,,,
789,5,Uttarārcika,3,1,2,1,,,,,,
790,6,Uttarārcika,3,2,2,1,,,,,,
791,6,Uttarārcika,3,2,2,1,,,,,,
792,6,Uttarārcika,3,2,2,1,,,,,,
793,7,Uttarārcika,3,2,2,1,,,,,,
794,7,Uttarārcika,3,2,2,1,,,,,,
795,7,Uttarārcika,3,2,2,1,,,,,,
796,8,Uttarārcika,3,2,2,1,,,,,,
797,8,Uttarārcika,3,2,2,1,,,,,,
798,8,Uttarārcika,3,2,2,1,,,,,,
799,8,Uttarārcika,3,2,2,1,,,,,,
800,9,Uttarārcika,3,2,2,1,,,,,,
801,9,Uttarārcika,3,2,2,1,,,,,,
802,9,Uttarārcika,3,2,2,1,,,,,,
803,10,Uttarārcika,3,3,2,1,,,,,,
804,10,Uttarārcika,3,3,2,1,,,,,,
805,10,Uttarārcika,3,3,2,1,,,,,,
806,11,Uttarārcika,3,3,2,1,,,,,,
807,11,Uttarārcika,3,3,2,1,,,,,,
808,11,Uttarārcika,3,3,2,1,,,,,,
809,12,Uttarārcika,3,4,2,1,,,,,,
810,12,Uttarārcika,3,4,2,1,,,,,,
811,13,Uttarārcika,3,4,2,1,,,,,,
812,13,Uttarārcika,3,4,2,1,,,,,,
813,14,Uttarārcika,3,4,2,1,,,,,,
814,14,Uttarārcika,3,4,2,1,,,,,,
815,15,Uttarārcika,3,5,2,1,,,,,,
816,15,Uttarārcika,3,5,2,1,,,,,,
817,15,Uttarārcika,3,5,2,1,,,,,,
818,16,Uttarārcika,3,5,2,1,,,,,,
819,16,Uttarārcika,3,5,2,1,,,,,,
820,16,Uttarārcika,3,5,2,1,,,,,,
821,17,Uttarārcika,3,5,2,1,,,,,,
822,17,Uttarārcika,3,5,2,1,,,,,,
823,17,Uttarārcika,3,5,2,1,,,,,,
824,18,Uttarārcika,3,6,2,1,,,,,,
825,18,Uttarārcika,3,6,2,1,,,,,,
826,18,Uttarārcika,3,6,2,1,,,,,,
827,19,Uttarārcika,3,6,2,1,,,,,,
828,19,Uttarārcika,3,6,2,1,,,,,,
829,19,Uttarārcika,3,6,2,1,,,,,,
830,1,Uttarārcika,4,1,2,2,,,,,,
831,1,Uttarārcika,4,1,2,2,,,,,,
832,1,Uttarārcika,4,1,2,2,,,,,,
833,2,Uttarārcika,4,1,2,2,,,,,,
834,2,Uttarārcika,4,1,2,2,,,,,,
835,2,Uttarārcika,4,1,2,2,,,,,,
836,3,Uttarārcika,4,1,2,2,,,,,,
837,3,Uttarārcika,4,1,2,2,,,,,,
838,3,Uttarārcika,4,1,2,2,,,,,,
839,3,Uttarārcika,4,1,2,2,,,,,,
840,3,Uttarārcika,4,1,2,2,,,,,,
841,4,Uttarārcika,4,1,2,2,,,,,,
842,4,Uttarārcika,4,1,2,2,,,,,,
843,4,Uttarārcika,4,1,2,2,,,,,,
844,5,Uttarārcika,4,2,2,2,,,,,,
845,5,Uttarārcika,4,2,2,2,,,,,,
846,5,Uttarārcika,4,2,2,2,,,,,,
847,6,Uttarārcika,4,2,2,2,,,,,,
848,6,Uttarārcika,4,2,2,2,,,,,,
849,6,Uttarārcika,4,2,2,2,,,,,,
850,7,Uttarārcika,4,2,2,2,,,,,,
851,7,Uttarārcika,4,2,2,2,,,,,,
852,7,Uttarārcika,4,2,2,2,,,,,,
853,8,Uttarārcika,4,2,2,2,,,,,,
854,8,Uttarārcika,4,2,2,2,,,,,,
855,8,Uttarārcika,4,2,2,2,,,,,,
856,9,Uttarārcika,4,3,2,2,,,,,,
857,9,Uttarārcika,4,3,2,2,,,,,,
858,9,Uttarārcika,4,3,2,2,,,,,,
859,10,Uttarārcika,4,3,2,2,,,,,,
860,10,Uttarārcika,4,3,2,2,,,,,,
861,10,Uttarārcika,4,3,2,2,,,,,,
862,11,Uttarārcika,4,4,2,2,,,,,,
863,11,Uttarārcika,4,4,2,2,,,,,,
864,12,Uttarārcika,4,4,2,2,,,,,,
865,12,Uttarārcika,4,4,2,2,,,,,,
866,12,Uttarārcika,4,4,2,2,,,,,,
867,13,Uttarārcika,4,4,2,2,,,,,,
868,13,Uttarārcika,4,4,2,2,,,,,,
869,14,Uttarārcika,4,5,2,2,,,,,,
870,14,Uttarārcika,4,5,2,2,,,,,,
871,14,Uttarārcika,4,5,2,2,,,,,,
872,15,Uttarārcika,4,5,2,2,,,,,,
873,15,Uttarārcika,4,5,2,2,,,,,,
874,15,Uttarārcika,4,5,2,2,,,,,,
875,16,Uttarārcika,4,5,2,2,,,,,,
876,16,Uttarārcika,4,5,2,2,,,,,,
877,16,Uttarārcika,4,5,2,2,,,,,,
878,17,Uttarārcika,4,6,2,2,,,,,,
879,17,Uttarārcika,4,6,2,2,,,,,,
880,18,Uttarārcika,4,6,2,2,,,,,,
881,18,Uttarārcika,4,6,2,2,,,,,,
882,18,Uttarārcika,4,6,2,2,,,,,,
883,19,Uttarārcika,4,6,2,2,,,,,,
884,19,Uttarārcika,4,6,2,2,,,,,,
885,19,Uttarārcika,4,6,2,2,,,,,,
886,1,Uttarārcika,5,1,3,1,,,,,,
887,1,Uttarārcika,5,1,3,1,,,,,,
888,1,Uttarārcika,5,1,3,1,,,,,,
889,2,Uttarārcika,5,1,3,1,,,,,,
890,2,Uttarārcika,5,1,3,1,,,,,,
891,2,Uttarārcika,5,1,3,1,,,,,,
892,3,Uttarārcika,5,1,3,1,,,,,,
893,3,Uttarārcika,5,1,3,1,,,,,,
894,3,Uttarārcika,5,1,3,1,,,,,,
895,3,Uttarārcika,5,1,3,1,,,,,,
896,3,Uttarārcika,5,1,3,1,,,,,,
897,3,Uttarārcika,5,1,3,1,,,,,,
898,4,Uttarārcika,5,2,3,1,,,,,,
899,4,Uttarārcika,5,2,3,1,,,,,,
900,4,Uttarārcika,5,2,3,1,,,,,,
901,4,Uttarārcika,5,2,3,1,,,,,,
902,4,Uttarārcika,5,2,3,1,,,,,,
903,4,Uttarārcika,5,2,3,1,,,,,,
904,5,Uttarārcika,5,2,3,1,,,,,,
905,5,Uttarārcika,5,2,3,1,,,,,,
906,5,Uttarārcika,5,2,3,1,,,,,,
907,6,Uttarārcika,5,3,3,1,,,,,,
908,6,Uttarārcika,5,3,3,1,,,,,,
909,6,Uttarārcika,5,3,3,1,,,,,,
910,7,Uttarārcika,5,3,3,1,,,,,,
911,7,Uttarārcika,5,3,3,1,,,,,,
912,7,Uttarārcika,5,3,3,1,,,,,,
913,8,Uttarārcika,5,3,3,1,,,,,,
914,8,Uttarārcika,5,3,3,1,,,,,,
915,8,Uttarārcika,5,3,3,1,,,,,,
916,9,Uttarārcika,5,3,3,1,,,,,,
917,9,Uttarārcika,5,3,3,1,,,,,,
918,9,Uttarārcika,5,3,3,1,,,,,,
919,10,Uttarārcika,5,4,3,1,,,,,,
920,10,Uttarārcika,5,4,3,1,,,,,,
921,10,Uttarārcika,5,4,3,1,,,,,,
922,11,Uttarārcika,5,4,3,1,,,,,,
923,11,Uttarārcika,5,4,3,1,,,,,,
924,12,Uttarārcika,5,4,3,1,,,,,,
925,12,Uttarārcika,5,4,3,1,,,,,,
926,12,Uttarārcika,5,4,3,1,,,,,,
927,13,Uttarārcika,5,5,3,1,,,,,,
928,13,Uttarārcika,5,5,3,1,,,,,,
929,13,Uttarārcika,5,5,3,1,,,,,,
930,14,Uttarārcika,5,5,3,1,,,,,,
931,14,Uttarārcika,5,5,3,1,,,,,,
932,14,Uttarārcika,5,5,3,1,,,,,,
933,15,Uttarārcika,5,5,3,1,,,,,,
934,15,Uttarārcika,5,5,3,1,,,,,,
935,16,Uttarārcika,5,6,3,1,,,,,,
936,16,Uttarārcika,5,6,3,1,,,,,,
937,16,Uttarārcika,5,6,3,1,,,,,,
938,17,Uttarārcika,5,6,3,1,,,,,,
939,17,Uttarārcika,5,6,3,1,,,,,,
940,18,Uttarārcika,5,6,3,1,,,,,,
941,18,Uttarārcika,5,6,3,1,,,,,,
942,18,Uttarārcika,5,6,3,1,,,,,,
943,19,Uttarārcika,5,6,3,1,,,,,,
944,19,Uttarārcika,5,6,3,1,,,,,,
945,19,Uttarārcika,5,6,3,1,,,,,,
946,20,Uttarārcika,5,7,3,1,,,,,,
947,20,Uttarārcika,5,7,3,1,,,,,,
948,20,Uttarārcika,5,7,3,1,,,,,,
949,21,Uttarārcika,5,7,3,1,,,,,,
950,21,Uttarārcika,5,7,3,1,,,,,,
951,21,Uttarārcika,5,7,3,1,,,,,,
952,22,Uttarārcika,5,7,3,1,,,,,,
953,22,Uttarārcika,5,7,3,1,,,,,,
954,22,Uttarārcika,5,7,3,1,,,,,,
955,1,Uttarārcika,6,1,3,2,,,,,,
956,1,Uttarārcika,6,1,3,2,,,,,,
957,1,Uttarārcika,6,1,3,2,,,,,,
958,2,Uttarārcika,6,1,3,2,,,,,,
959,2,Uttarārcika,6,1,3,2,,,,,,
960,2,Uttarārcika,6,1,3,2,,,,,,
961,3,Uttarārcika,6,1,3,2,,,,,,
962,3,Uttarārcika,6,1,3,2,,,,,,
963,3,Uttarārcika,6,1,3,2,,,,,,
964,3,Uttarārcika,6,1,3,2,,,,,,
965,3,Uttarārcika,6,1,3,2,,,,,,
966,3,Uttarārcika,6,1,3,2,,,,,,
967,3,Uttarārcika,6,1,3,2,,,,,,
968,4,Uttarārcika,6,2,3,2,,,,,,
969,4,Uttarārcika,6,2,3,2,,,,,,
970,4,Uttarārcika,6,2,3,2,,,,,,
971,4,Uttarārcika,6,2,3,2,,,,,,
972,4,Uttarārcika,6,2,3,2,,,,,,
973,4,Uttarārcika,6,2,3,2,,,,,,
974,4,Uttarārcika,6,2,3,2,,,,,,
975,5,Uttarārcika,6,2,3,2,,,,,,
976,5,Uttarārcika,6,2,3,2,,,,,,
977,5,Uttarārcika,6,2,3,2,,,,,,
978,5,Uttarārcika,6,2,3,2,,,,,,
979,6,Uttarārcika,6,2,3,2,,,,,,
980,6,Uttarārcika,6,2,3,2,,,,,,
981,6,Uttarārcika,6,2,3,2,,,,,,
982,7,Uttarārcika,6,3,3,2,,,,,,
983,7,Uttarārcika,6,3,3,2,,,,,,
984,7,Uttarārcika,6,3,3,2,,,,,,
985,8,Uttarārcika,6,3,3,2,,,,,,
986,8,Uttarārcika,6,3,3,2,,,,,,
987,8,Uttarārcika,6,3,3,2,,,,,,
988,9,Uttarārcika,6,3,3,2,,,,,,
989,9,Uttarārcika,6,3,3,2,,,,,,
990,9,Uttarārcika,6,3,3,2,,,,,,
991,10,Uttarārcika,6,3,3,2,,,,,,
992,10,Uttarārcika,6,3,3,2,,,,,,
993,10,Uttarārcika,6,3,3,2,,,,,,
994,11,Uttarārcika,6,4,3,2,,,,,,
995,11,Uttarārcika,6,4,3,2,,,,,,
996,11,Uttarārcika,6,4,3,2,,,,,,
997,12,Uttarārcika,6,4,3,2,,,,,,
998,12,Uttarārcika,6,4,3,2,,,,,,
999,13,Uttarārcika,6,4,3,2,,,,,,
1000,13,Uttarārcika,6,4,3,2,,,,,,
1001,13,Uttarārcika,6,4,3,2,,,,,,
1002,14,Uttarārcika,6,5,3,2,,,,,,
1003,14,Uttarārcika,6,5,3,2,,,,,,
1004,14,Uttarārcika,6,5,3,2,,,,,,
1005,15,Uttarārcika,6,5,3,2,,,,,,
1006,15,Uttarārcika,6,5,3,2,,,,,,
1007,15,Uttarārcika,6,5,3,2,,,,,,
1008,16,Uttarārcika,6,6,3,2,,,,,,
1009,16,Uttarārcika,6,6,3,2,,,,,,
1010,16,Uttarārcika,6,6,3,2,,,,,,
1011,17,Uttarārcika,6,6,3,2,,,,,,
1012,17,Uttarārcika,6,6,3,2,,,,,,
1013,18,Uttarārcika,6,6,3,2,,,,,,
1014,18,Uttarārcika,6,6,3,2,,,,,,
1015,18,Uttarārcika,6,6,3,2,,,,,,
1016,19,Uttarārcika,6,6,3,2,,,,,,
1017,19,Uttarārcika,6,6,3,2,,,,,,
1018,19,Uttarārcika,6,6,3,2,,,,,,
1019,20,Uttarārcika,6,6,3,2,,,,,,
1020,20,Uttarārcika,6,6,3,2,,,,,,
1021,20,Uttarārcika,6,6,3,2,,,,,,
1022,21,Uttarārcika,6,7,3,2,,,,,,
1023,21,Uttarārcika,6,7,3,2,,,,,,
1024,21,Uttarārcika,6,7,3,2,,,,,,
1025,22,Uttarārcika,6,7,3,2,,,,,,
1026,22,Uttarārcika,6,7,3,2,,,,,,
1027,22,Uttarārcika,6,7,3,2,,,,,,
1028,23,Uttarārcika,6,7,3,2,,,,,,
1029,23,Uttarārcika,6,7,3,2,,,,,,
1030,23,Uttarārcika,6,7,3,2,,,,,,
1031,1,Uttarārcika,7,1,4,1,,,,,,
1032,1,Uttarārcika,7,1,4,1,,,,,,
1033,1,Uttarārcika,7,1,4,1,,,,,,
1034,2,Uttarārcika,7,1,4,1,,,,,,
1035,2,Uttarārcika,7,1,4,1,,,,,,
1036,2,Uttarārcika,7,1,4,1,,,,,,
1037,3,Uttarārcika,7,1,4,1,,,,,,
1038,3,Uttarārcika,7,1,4,1,,,,,,
1039,3,Uttarārcika,7,1,4,1,,,,,,
1040,3,Uttarārcika,7,1,4,1,,,,,,
1041,3,Uttarārcika,7,1,4,1,,,,,,
1042,3,Uttarārcika,7,1,4,1,,,,,,
1043,3,Uttarārcika,7,1,4,1,,,,,,
1044,3,Uttarārcika,7,1,4,1,,,,,,
1045,3,Uttarārcika,7,1,4,1,,,,,,
1046,3,Uttarārcika,7,1,4,1,,,,,,
1047,4,Uttarārcika,7,2,4,1,,,,,,
1048,4,Uttarārcika,7,2,4,1,,,,,,
1049,4,Uttarārcika,7,2,4,1,,,,,,
1050,4,Uttarārcika,7,2,4,1,,,,,,
1051,4,Uttarārcika,7,2,4,1,,,,,,
1052,4,Uttarārcika,7,2,4,1,,,,,,
1053,4,Uttarārcika,7,2,4,1,,,,,,
1054,4,Uttarārcika,7,2,4,1,,,,,,
1055,4,Uttarārcika,7,2,4,1,,,,,,
1056,4,Uttarārcika,7,2,4,1,,,,,,
1057,5,Uttarārcika,7,2,4,1,,,,,,
1058,5,Uttarārcika,7,2,4,1,,,,,,
1059,5,Uttarārcika,7,2,4,1,,,,,,
1060,5,Uttarārcika,7,2,4,1,,,,,,
1061,6,Uttarārcika,7,2,4,1,,,,,,
1062,6,Uttarārcika,7,2,4,1,,,,,,
1063,6,Uttarārcika,7,2,4,1,,,,,,
1064,7,Uttarārcika,7,2,4,1,,,,,,
1065,7,Uttarārcika,7,2,4,1,,,,,,
1066,7,Uttarārcika,7,2,4,1,,,,,,
1067,8,Uttarārcika,7,3,4,1,,,,,,
1068,8,Uttarārcika,7,3,4,1,,,,,,
1069,8,Uttarārcika,7,3,4,1,,,,,,
1070,9,Uttarārcika,7,3,4,1,,,,,,
1071,9,Uttarārcika,7,3,4,1,,,,,,
1072,9,Uttarārcika,7,3,4,1,,,,,,
1073,10,Uttarārcika,7,3,4,1,,,,,,
1074,10,Uttarārcika,7,3,4,1,,,,,,
1075,10,Uttarārcika,7,3,4,1,,,,,,
1076,11,Uttarārcika,7,4,4,1,,,,,,
1077,11,Uttarārcika,7,4,4,1,,,,,,
1078,11,Uttarārcika,7,4,4,1,,,,,,
1079,12,Uttarārcika,7,4,4,1,,,,,,
1080,12,Uttarārcika,7,4,4,1,,,,,,
1081,13,Uttarārcika,7,4,4,1,,,,,,
1082,13,Uttarārcika,7,4,4,1,,,,,,
1083,13,Uttarārcika,7,4,4,1,,,,,,
1084,14,Uttarārcika,7,5,4,1,,,,,,
1085,14,Uttarārcika,7,5,4,1,,,,,,
1086,14,Uttarārcika,7,5,4,1,,,,,,
1087,15,Uttarārcika,7,5,4,1,,,,,,
1088,15,Uttarārcika,7,5,4,1,,,,,,
1089,15,Uttarārcika,7,5,4,1,,,,,,
1090,16,Uttarārcika,7,5,4,1,,,,,,
1091,16,Uttarārcika,7,5,4,1,,,,,,
1092,16,Uttarārcika,7,5,4,1,,,,,,
1093,17,Uttarārcika,7,6,4,1,,,,,,
1094,17,Uttarārcika,7,6,4,1,,,,,,
1095,17,Uttarārcika,7,6,4,1,,,,,,
1096,18,Uttarārcika,7,6,4,1,,,,,,
1097,18,Uttarārcika,7,6,4,1,,,,,,
1098,19,Uttarārcika,7,6,4,1,,,,,,
1099,19,Uttarārcika,7,6,4,1,,,,,,
1100,19,Uttarārcika,7,6,4,1,,,,,,
1101,20,Uttarārcika,7,6,4,1,,,,,,
1102,20,Uttarārcika,7,6,4,1,,,,,,
1103,20,Uttarārcika,7,6,4,1,,,,,,
1104,21,Uttarārcika,7,6,4,1,,,,,,
1105,21,Uttarārcika,7,6,4,1,,,,,,
1106,21,Uttarārcika,7,6,4,1,,,,,,
1107,22,Uttarārcika,7,7,4,1,,,,,,
1108,22,Uttarārcika,7,7,4,1,,,,,,
1109,22,Uttarārcika,7,7,4,1,,,,,,
1110,23,Uttarārcika,7,7,4,1,,,,,,
1111,23,Uttarārcika,7,7,4,1,,,,,,
1112,23,Uttarārcika,7,7,4,1,,,,,,
1113,24,Uttarārcika,7,7,4,1,,,,,,
1114,24,Uttarārcika,7,7,4,1,,,,,,
1115,24,Uttarārcika,7,7,4,1,,,,,,
1116,1,Uttarārcika,8,1,4,2,,,,,,
1117,1,Uttarārcika,8,1,4,2,,,,,,
1118,1,Uttarārcika,8,1,4,2,,,,,,
1119,1,Uttarārcika,8,1,4,2,,,,,,
1120,1,Uttarārcika,8,1,4,2,,,,,,
1121,1,Uttarārcika,8,1,4,2,,,,,,
1122,1,Uttarārcika,8,1,4,2,,,,,,
1123,1,Uttarārcika,8,1,4,2,,,,,,
1124,1,Uttarārcika,8,1,4,2,,,,,,
1125,1,Uttarārcika,8,1,4,2,,,,,,
1126,1,Uttarārcika,8,1,4,2,,,,,,
1127,1,Uttarārcika,8,1,4,2,,,,,,
1128,2,Uttarārcika,8,2,4,2,,,,,,
1129,2,Uttarārcika,8,2,4,2,,,,,,
1130,2,Uttarārcika,8,2,4,2,,,,,,
1131,2,Uttarārcika,8,2,4,2,,,,,,
1132,2,Uttarārcika,8,2,4,2,,,,,,
1133,2,Uttarārcika,8,2,4,2,,,,,,
1134,2,Uttarārcika,8,2,4,2,,,,,,
1135,2,Uttarārcika,8,2,4,2,,,,,,
1136,2,Uttarārcika,8,2,4,2,,,,,,
1137,2,Uttarārcika,8,2,4,2,,,,,,
1138,2,Uttarārcika,8,2,4,2,,,,,,
1139,2,Uttarārcika,8,2,4,2,,,,,,
1140,3,Uttarārcika,8,3,4,2,,,,,,
1141,3,Uttarārcika,8,3,4,2,,,,,,
1142,3,Uttarārcika,8,3,4,2,,,,,,
1143,4,Uttarārcika,8,3,4,2,,,,,,
1144,4,Uttarārcika,8,3,4,2,,,,,,
1145,4,Uttarārcika,8,3,4,2,,,,,,
1146,5,Uttarārcika,8,3,4,2,,,,,,
1147,5,Uttarārcika,8,3,4,2,,,,,,
1148,5,Uttarārcika,8,3,4,2,,,,,,
1149,6,Uttarārcika,8,3,4,2,,,,,,
1150,6,Uttarārcika,8,3,4,2,,,,,,
1151,6,Uttarārcika,8,3,4,2,,,,,,
1152,7,Uttarārcika,8,4,4,2,,,,,,
1153,7,Uttarārcika,8,4,4,2,,,,,,
1154,7,Uttarārcika,8,4,4,2,,,,,,
1155,8,Uttarārcika,8,4,4,2,,,,,,
1156,8,Uttarārcika,8,4,4,2,,,,,,
1157,9,Uttarārcika,8,5,4,2,,,,,,
1158,9,Uttarārcika,8,5,4,2,,,,,,
1159,9,Uttarārcika,8,5,4,2,,,,,,
1160,10,Uttarārcika,8,5,4,2,,,,,,
1161,10,Uttarārcika,8,5,4,2,,,,,,
1162,10,Uttarārcika,8,5,4,2,,,,,,
1163,11,Uttarārcika,8,5,4,2,,,,,,
1164,11,Uttarārcika,8,5,4,2,,,,,,
1165,11,Uttarārcika,8,5,4,2,,,,,,
1166,12,Uttarārcika,8,6,4,2,,,,,,
1167,12,Uttarārcika,8,6,4,2,,,,,,
1168,12,Uttarārcika,8,6,4,2,,,,,,
1169,13,Uttarārcika,8,6,4,2,,,,,,
1170,13,Uttarārcika,8,6,4,2,,,,,,
1171,13,Uttarārcika,8,6,4,2,,,,,,
1172,14,Uttarārcika,8,6,4,2,,,,,,
1173,14,Uttarārcika,8,6,4,2,,,,,,
1174,14,Uttarārcika,8,6,4,2,,,,,,
1175,1,Uttarārcika,9,1,5,1,,,,,,
1176,1,Uttarārcika,9,1,5,1,,,,,,
1177,1,Uttarārcika,9,1,5,1,,,,,,
1178,2,Uttarārcika,9,1,5,1,,,,,,
1179,2,Uttarārcika,9,1,5,1,,,,,,
1180,2,Uttarārcika,9,1,5,1,,,,,,
1181,2,Uttarārcika,9,1,5,1,,,,,,
1182,2,Uttarārcika,9,1,5,1,,,,,,
1183,2,Uttarārcika,9,1,5,1,,,,,,
1184,2,Uttarārcika,9,1,5,1,,,,,,
1185,2,Uttarārcika,9,1,5,1,,,,,,
1186,2,Uttarārcika,9,1,5,1,,,,,,
1187,3,Uttarārcika,9,2,5,1,,,,,,
1188,3,Uttarārcika,9,2,5,1,,,,,,
1189,3,Uttarārcika,9,2,5,1,,,,,,
1190,3,Uttarārcika,9,2,5,1,,,,,,
1191,3,Uttarārcika,9,2,5,1,,,,,,
1192,3,Uttarārcika,9,2,5,1,,,,,,
1193,3,Uttarārcika,9,2,5,1,,,,,,
1194,3,Uttarārcika,9,2,5,1,,,,,,
1195,3,Uttarārcika,9,2,5,1,,,,,,
1196,4,Uttarārcika,9,3,5,1,,,,,,
1197,4,Uttarārcika,9,3,5,1,,,,,,
1198,4,Uttarārcika,9,3,5,1,,,,,,
1199,4,Uttarārcika,9,3,5,1,,,,,,
1200,4,Uttarārcika,9,3,5,1,,,,,,
1201,4,Uttarārcika,9,3,5,1,,,,,,
1202,4,Uttarārcika,9,3,5,1,,,,,,
1203,4,Uttarārcika,9,3,5,1,,,,,,
1204,4,Uttarārcika,9,3,5,1,,,,,,
1205,5,Uttarārcika,9,4,5,1,,,,,,
1206,5,Uttarārcika,9,4,5,1,,,,,,
1207,5,Uttarārcika,9,4,5,1,,,,,,
1208,5,Uttarārcika,9,4,5,1,,,,,,
1209,5,Uttarārcika,9,4,5,1,,,,,,
1210,6,Uttarārcika,9,5,5,1,,,,,,
1211,6,Uttarārcika,9,5,5,1,,,,,,
1212,6,Uttarārcika,9,5,5,1,,,,,,
1213,7,Uttarārcika,9,5,5,1,,,,,,
1214,7,Uttarārcika,9,5,5,1,,,,,,
1215,7,Uttarārcika,9,5,5,1,,,,,,
1216,8,Uttarārcika,9,5,5,1,,,,,,
1217,8,Uttarārcika,9,5,5,1,,,,,,
1218,8,Uttarārcika,9,5,5,1,,,,,,
1219,9,Uttarārcika,9,6,5,1,,,,,,
1220,9,Uttarārcika,9,6,5,1,,,,,,
1221,9,Uttarārcika,9,6,5,1,,,,,,
1222,10,Uttarārcika,9,6,5,1,,,,,,
1223,10,Uttarārcika,9,6,5,1,,,,,,
1224,10,Uttarārcika,9,6,5,1,,,,,,
1225,11,Uttarārcika,9,7,5,1,,,,,,
1226,11,Uttarārcika,9,7,5,1,,,,,,
1227,11,Uttarārcika,9,7,5,1,,,,,,
1228,12,Uttarārcika,9,7,5,1,,,,,,
1229,12,Uttarārcika,9,7,5,1,,,,,,
1230,12,Uttarārcika,9,7,5,1,,,,,,
1231,13,Uttarārcika,9,7,5,1,,,,,,
1232,13,Uttarārcika,9,7,5,1,,,,,,
1233,14,Uttarārcika,9,7,5,1,,,,,,
1234,14,Uttarārcika,9,7,5,1,,,,,,
1235,15,Uttarārcika,9,8,5,1,,,,,,
1236,15,Uttarārcika,9,8,5,1,,,,,,
1237,15,Uttarārcika,9,8,5,1,,,,,,
1238,16,Uttarārcika,9,8,5,1,,,,,,
1239,16,Uttarārcika,9,8,5,1,,,,,,
1240,16,Uttarārcika,9,8,5,1,,,,,,
1241,17,Uttarārcika,9,8,5,1,,,,,,
1242,17,Uttarārcika,9,8,5,1,,,,,,
